CustomerId,PLACEMENT,AGE,TENURE,TARIFF,REV_1,REV_2,REV_3,REV_4,REV_5,REV_6,REV_T,MOU_TOT_1,MOU_TOT_2,MOU_TOT_3,MOU_TOT_4,MOU_TOT_5,MOU_TOT_6,NCLL_1,NCLL_2,NCLL_3,NCLL_4,NCLL_5,NCLL_6,CHURN
497,1,28,988,2,9.5,25,21.75,18.05,22.5,15.03,232.83,36.75,77.35,53.72,35.32,63.77,33.66,3,2,4,1,6,1,0
498,1,59,6423,2,9,9,9,9.67,9,9.36,147.88,10.76,4.28,2.23,3.51,0.13,0.9,0,0,0,0,0,0,0
499,1,29,126,2,9,9,9.25,16.5,11.25,10.7,56.45,0,0,4.58,0,11.68,9.53,0,0,0,0,0,0,1
500,1,36,3293,2,9.5,9.25,9.5,16.5,15.5,9,167,12.55,7.89,7.83,15.51,13.13,0,3,5,4,1,1,0,1
501,0,73,3009,1,25,21.5,24.25,26.59,38.44,38.5,611.28,83.37,107.1,138.12,88.73,109.25,131.33,14,4,6,13,13,15,0
502,1,69,5768,2,13.25,19.25,17.5,26.92,29.13,43,644.05,112.43,99.89,101.44,124.98,149.42,224.35,0,0,0,0,0,0,0
503,1,75,3237,2,21,32.75,32,22.25,9,15,276.25,85.62,108.21,103.45,64.71,0,34.12,5,3,6,3,0,1,0
504,1,24,1387,2,72.75,60,47.25,9,79.5,107.34,1041.09,389.05,312.62,197.1,0,366.23,673.17,8,7,6,0,3,10,0
505,1,75,7087,1,23.5,21.75,22.75,22.75,23.59,24.5,408.09,88.6,64.78,83.17,83.03,87.05,121.43,0,0,0,0,0,0,0
506,1,55,6916,2,9.25,10.25,15.25,26.77,24.35,22.96,229.58,18.85,49.58,80.38,103.28,93.18,108.25,0,0,0,0,0,0,0
507,0,78,5398,2,9,9,9,16.48,21.12,16.18,177.78,19.1,19.35,29.9,53.97,25.7,39.92,1,0,1,1,0,1,0
508,1,35,1282,2,70,68.5,56.5,95,39.7,66.45,2292.65,307.8,285.53,213.24,438.41,123.62,118.17,8,7,10,9,9,6,0
509,0,75,3025,0,234.3,247.9,265,258.7,234.58,283.04,2252.06,621,630,537.74,534.66,617.89,655.87,35,29,30,24,22,26,0
510,1,35,787,2,9.5,10.75,16,16.15,22.85,22.38,226.38,64.3,31.65,55.02,25.44,70.49,66.52,0,1,1,3,5,4,0
511,1,34,966,1,29.5,24.5,24,41.75,27.25,31,965.75,152.48,82.1,99.57,269.26,122.63,171.13,1,3,1,1,1,2,1
512,0,33,726,2,9,9,9,21.1,14.94,21.56,215.1,16.03,1.3,37.87,65.02,42.7,38.53,2,1,2,1,2,6,0
513,0,50,6259,2,11,10,12.5,16.5,10.25,9,190,44.86,23.91,16.56,29.95,9.89,0,2,1,3,2,0,0,0
514,1,47,3208,1,15.5,14.25,16.75,18.56,18.06,16,421.37,64.03,24.95,78.83,45.17,44.28,16.7,2,2,9,2,0,1,0
515,1,40,2037,1,35.25,28,21.25,35.47,37.14,52,663.11,189.64,162.74,139.99,222.16,201.3,315.76,3,2,5,1,2,9,0
516,1,75,5951,2,11,19.25,22.5,22.87,14.85,21.06,271.78,49.55,53.83,70.53,81.3,25.88,37.71,4,5,2,1,2,2,0
517,1,47,3970,2,9,18.5,24.5,22.75,19.25,17.48,207.48,58.35,66.47,91.76,72.4,66.46,59.89,1,1,2,2,2,2,0
518,1,56,4510,2,9.25,9,9,17.88,18.36,24.91,212.4,0,2.27,7.32,51.13,44.6,63.38,0,0,0,0,0,3,1
519,1,49,121,2,9,9,9,10.02,20.35,26.33,65.7,0,0,0,6.12,52.22,64.32,0,0,0,1,7,9,1
520,1,37,256,1,20.75,21.25,26.25,27.37,18.66,18.5,221.53,50.27,68.03,162.86,169.76,37.74,40.84,1,0,1,1,0,0,0
521,1,38,797,2,37,25.75,32,15.25,38,20.36,296.11,189.39,119.14,167.84,42.88,209.16,81,0,0,0,0,0,1,0
522,1,34,1044,1,26,22.75,31.25,25.73,31,24.25,421.98,97.28,51.97,132,80.3,104.79,78.13,3,2,3,3,4,2,0
523,0,45,5497,2,9,9,9,14,20.34,25.02,179.61,0,0,0,46.26,52.59,60.42,0,0,0,0,5,8,0
524,1,51,710,1,67.5,73.25,47.75,59.55,33.87,31,805.17,384.35,346.03,174.07,314.99,105.32,76.26,6,9,5,3,6,1,0
525,1,78,10063,1,50.5,38.75,37.75,34.5,43.6,29,701.1,220.39,169.29,158.55,92.74,129.81,61.89,8,4,5,9,10,11,0
526,1,52,5615,2,9.5,23.75,22.25,25.85,25.25,20.24,367.34,42.55,79.72,55.29,75.38,87.7,46.86,4,2,6,7,6,4,0
527,0,34,5308,1,23.5,17.75,27.5,36.84,34.48,33.75,572.82,60.05,91.03,171.75,153.32,167.58,129.28,8,6,7,5,5,5,0
528,1,25,715,2,13,22.75,15,20.25,23.6,29.85,324.7,123.26,89.64,55.61,66.74,104.62,165.22,1,0,0,1,0,0,0
529,1,31,3295,2,9.5,20.25,22.25,24.75,15.55,17.26,207.52,65.55,63.44,61.1,71.73,28.99,43.8,2,0,0,0,1,2,0
530,1,41,5772,2,9,9,9,27.36,24.95,17.84,194.9,45.98,70.08,112.33,115.57,82.97,53.72,2,1,0,3,3,1,0
531,1,64,4168,1,36.5,33.25,38.25,37.84,37,49.75,621.09,195.53,154.63,211.7,207.08,177.26,296.98,0,3,3,2,5,5,0
532,1,44,6615,2,9.25,9.5,24.5,18.23,34.09,10.5,204.82,16.38,24.75,90.47,36.46,48.4,6.68,2,0,4,4,1,1,1
533,1,51,886,1,80.5,91.25,102.75,96.28,100.25,56,1247.78,449.53,582.58,588.64,599.1,605.56,313.66,11,15,21,22,18,11,1
534,1,30,1999,2,45.25,32,28.75,38.12,39.33,30,608.95,207.48,155.63,121.71,195.07,183.2,162.11,3,7,6,6,8,2,0
535,1,34,441,1,44.75,29.25,32,30.69,25.06,31,462,343.53,146.49,204.07,161.75,33.17,192.6,0,0,0,0,0,0,0
536,1,39,969,2,41.25,44.75,42.5,39.75,39.35,36.46,533.81,206.61,205.35,204.07,190.43,192.61,197.17,1,2,1,1,2,2,0
537,1,37,581,1,27.25,27,29.75,27.96,27.19,28.75,443.15,114.14,112.85,132.76,109.11,121.86,129,1,1,1,2,1,3,1
538,1,54,3125,2,10.5,27.25,24,17.7,17.02,11.86,223.33,64.57,144.09,89.4,47.8,45.89,22.14,0,0,0,0,0,0,0
539,1,36,1843,2,9.5,14.5,15.75,12,17.05,22.32,194.62,32.2,77,54.03,18.71,45.3,79.19,0,0,1,1,0,2,0
540,1,31,1137,1,42.5,15.5,17.25,16.25,15.75,16,737.25,218.19,33.58,19.29,12.26,5.56,14.12,2,0,0,0,0,0,1
541,1,38,2498,1,22.5,23.5,23.5,26.84,23.71,21,436.05,98.88,102.07,94.41,96.69,86.98,58.79,0,2,3,3,1,2,0
542,0,55,922,2,9,9.5,9,29.75,28.4,27.74,225.64,33.67,64.3,60.17,111.82,102.65,78,1,2,3,3,4,10,1
543,0,69,5289,2,9,9,9,10.65,26.32,36.22,193.44,0,0,0.72,11.71,104.89,162.54,0,0,0,1,1,3,0
544,1,74,142,1,14.25,31,24.75,19.5,18.5,15.75,109.5,0,81.01,55.37,22.29,14.4,6.6,0,3,6,1,3,1,1
545,1,58,2386,1,63.75,51.75,41.75,37.75,42,37.25,867.75,297.96,200.51,168.15,144.53,196.78,159,11,8,6,6,3,4,1
546,1,43,2706,2,37,18.5,9,27.65,26,26.28,616.68,111.84,49,0,26.31,75.66,80.46,6,7,0,5,8,9,0
547,1,41,1171,1,43.25,26.25,27.25,26.62,18.84,27.5,756.71,192.57,103.43,97.83,112.3,18.98,75.67,10,2,2,2,4,5,1
548,1,32,479,2,30.75,19.25,16.75,14.85,21.98,20.55,442.13,123.11,63.3,96.89,29.23,70.64,70.25,6,1,0,0,0,0,0
549,0,43,2198,1,16,16,15.75,16,16,20,276.5,0,0,0,0,0,0,0,0,0,0,0,0,1
550,1,59,7008,2,9,9,9,13,9,9,167,0,0,0,0,0,0,0,0,0,0,0,0,1
551,1,33,2244,1,39.5,27.75,28.5,51.5,40.5,54,1469.5,99.04,92.3,97.34,127.85,189.93,241.26,8,3,1,6,6,6,0
552,1,54,4725,2,45.25,73.25,54.5,48.8,41.35,30.03,697.43,194.19,336.91,296.25,213.56,207.64,145.19,8,5,1,1,1,0,0
553,0,69,5504,2,9,9,9.25,23.05,29.15,9.91,217.11,1.75,11.6,4.2,89.77,83.63,7.67,0,0,1,4,5,0,1
554,0,69,3357,2,9,9,9,12,12.25,13.03,168.03,0,0,0,37.53,19.7,14.62,0,0,0,6,0,2,0
555,1,58,1527,1,38.5,41,40.25,37.25,38.75,36.25,701.75,173.01,203.51,182.07,192.74,191.99,192.83,4,7,8,2,3,3,0
556,1,43,5796,2,38.25,24.25,29.5,16.5,9,9,326,135.79,78.06,106.48,47.86,0,0,0,0,0,0,0,0,0
557,1,41,679,1,39.25,66.5,45.25,45.75,39,32.25,629,114.68,217.01,86.71,100.4,60.96,46.78,10,10,8,7,10,9,0
558,0,37,3190,2,9,9,9,10.65,13.28,9,153.43,5.1,28.58,16.77,15.68,39.2,0,0,0,0,0,0,0,0
559,0,64,785,2,9,9.25,9,10.95,15.54,11.48,161.47,0.22,18.67,0,13.3,36.52,17.02,0,0,0,0,0,0,0
560,1,46,6555,1,21,18.75,21.5,20.5,26.39,26.5,452.14,33.85,25.81,40.35,25.49,56.62,36.32,4,2,8,7,7,10,1
561,1,64,357,1,26.75,28.75,23,24.55,27.5,32.75,295.3,99.17,87.56,57.4,86.83,93.32,105.5,4,4,4,4,6,11,1
562,1,69,8410,2,28.5,26.75,23,26.45,13.75,15.54,275.99,124.75,95.76,79.32,46.79,23.42,37.6,0,0,0,0,0,0,0
563,1,47,6904,1,27.5,30.75,30.5,26,29.57,29,536.07,16.13,5.67,19.67,15.65,19.26,28.88,3,2,4,3,5,6,0
564,1,49,2219,1,17.25,17.5,16.25,16.46,16.75,15.25,349.46,22.21,9.87,11.24,17.54,4.75,0.74,0,5,0,0,1,0,0
565,1,68,5043,1,24.25,31.5,34.75,24.96,27.05,21,500.51,59.17,107.08,140.83,84.78,89.23,80.15,1,2,3,2,5,0,0
566,1,34,2869,1,24.75,20.25,21,22.24,24.11,16.25,398.1,88.75,59.66,85.59,89.53,107.1,20.14,1,0,1,0,1,0,0
567,1,39,3280,2,11,28.5,25.75,23.92,22.63,25.31,334.11,80.38,104.52,132.65,74.68,60.48,62.43,3,7,1,4,3,5,0
568,1,74,3418,2,9,18.25,16.5,23.25,20.42,14.42,239.09,51.71,78.15,53.66,65.24,65.82,34.01,0,1,2,6,1,2,0
569,1,65,5476,2,9,9,9,11.75,9.25,10.93,169.68,3.2,12.21,21.47,11,1.65,4.44,0,1,0,1,0,2,1
570,1,49,5775,1,17.5,16.5,18.25,20.82,19.07,20.5,316.89,21.55,11.48,26.42,51.03,36.59,29.83,1,1,1,2,3,5,1
571,1,38,3395,2,44.75,40,38,22.25,9.39,9,483.39,251.83,219.98,211.21,96.21,5.47,0,2,2,2,1,0,0,0
572,1,38,5013,1,23.75,32.25,23.25,27.48,23.39,33.75,438.37,73.08,160.38,85.92,112.48,78.22,159.28,4,0,2,4,3,2,0
573,0,43,1464,2,9,9,9,24.15,14,20.79,264.44,0,0,0,0,30.45,81.65,0,0,0,0,0,1,0
574,1,28,5953,1,14.5,14.25,14.5,14.25,14.25,14.25,583,0,0,0,0,0,0,0,0,0,0,0,0,1
575,1,47,2363,2,9,9,9,14.48,18.76,21.55,182.79,29.27,58,35.4,15.34,59.94,83.06,1,0,3,1,2,1,0
576,1,49,4649,1,30.5,22.25,25.75,29.25,21.25,19.75,512.25,103.61,49.47,84.93,58.85,47.14,29.9,6,3,1,1,4,1,0
577,1,31,402,2,9.5,9,9,9.1,9,9,120.1,1.15,0,0,0.7,0,0,0,0,0,0,0,0,0
578,0,65,4410,2,9,12.75,9,21.8,27.26,22.44,221.5,91.93,80.07,30.53,54.9,70.33,68.92,0,1,5,8,11,2,0
579,0,49,1787,2,9,9,9,18.1,19.52,20.91,233.78,61.98,50.02,91.8,57.6,73.85,70.13,1,0,0,0,0,2,0
580,0,45,2219,2,9,9,9,9,9.83,13.08,197.41,10.13,0,0,0,3.57,27.47,3,0,0,0,2,3,1
581,1,45,3263,1,17,17,15.75,17.5,15.5,15.75,300.75,21.27,14.5,13.17,27.65,9.44,15.42,0,1,0,0,0,0,1
582,0,61,5574,2,9,9,9,39.77,50.75,60.59,449.36,14.57,45.83,11.68,101.82,186.29,257.5,4,4,1,17,16,22,1
583,1,63,232,2,9.5,9.25,17,22.55,21.02,38.7,145.02,23.3,16.44,57.37,73.14,67.42,138.95,1,3,3,7,3,8,0
584,0,32,119,1,14.25,14.25,33.75,30.22,30.9,30.25,125.12,0,0,113.5,163.14,152.58,152.32,0,0,2,2,2,3,1
585,1,47,6034,1,19,21.5,17.75,17.48,21.52,24.75,414,37.51,56.64,28.82,24.02,59.31,84.23,1,1,0,0,1,0,0
586,1,40,5034,2,9,9,9,19.15,27.55,29.69,305.64,0,0,0,45.43,74.35,80.73,0,0,0,4,6,7,0
587,0,53,1318,1,15.5,19.75,15,15.39,16.07,17.25,320.71,3.78,14.6,3.87,8.4,10.45,15.77,1,4,2,2,3,3,1
588,1,58,9396,1,89.5,124,132.25,150.71,144.4,106.75,1515.11,396.78,614.67,604.34,622.94,624.75,465.22,60,52,54,75,85,68,0
589,0,47,1487,2,9.5,18.5,13,10.5,13.25,13.86,270.61,32.98,46.98,23.94,3.67,13.62,22.77,2,3,2,1,2,1,0
590,1,73,2799,2,28,24.25,15.75,23.5,21.25,20,375.25,112.5,109.64,49.65,80.23,66.86,70.58,0,0,1,0,0,0,0
591,1,47,2564,2,9.25,15.5,22.5,25.98,15.45,15.08,259.26,46.32,70.84,75.18,119.68,41.01,36.73,1,1,0,0,0,1,0
592,1,50,5099,2,9,9,12.75,9,9,9,182.75,0,0,0,0,0,0,0,0,0,0,0,0,1
593,0,48,2598,1,14.25,14.25,14.25,41.52,64.34,29,407.11,0,1.43,0.42,183.18,457.91,144.83,0,0,0,5,7,2,0
594,1,50,6447,0,228.25,188.5,209.5,224.25,212.75,222,4651.25,1725.95,1362.24,1550.16,1729.21,1622.22,1819.5,0,2,0,0,1,2,0
595,1,31,2397,2,13.25,26,9,13.96,18.33,17.75,228.04,64.37,68.32,49.8,32.85,30.28,42.53,4,7,4,2,1,1,0
596,1,65,5616,2,9,33.25,42,34,24.25,33.18,419.43,23.78,58.84,76.3,63.35,44.68,51.29,6,4,5,6,4,5,0
597,1,65,6647,1,21.75,19.25,24,17.57,17.88,19.25,508.95,57.15,46.59,71.82,11.61,26.76,28.73,2,0,1,3,0,1,0
598,1,42,5068,2,9,9,11.75,12.95,16.79,12.27,165.51,98.2,30.81,29.15,20.79,48.9,15.95,0,0,2,1,1,0,0
599,0,53,3313,2,9,9,9,16.9,12.59,22.06,171.55,25.13,19.12,122.2,59.32,29.3,79.18,1,2,1,4,1,5,1
600,1,25,897,2,33.75,45.5,42.75,9,47.84,42.6,489.19,95.02,166.66,129.69,0,104.71,121.78,3,5,12,0,7,15,1
601,1,74,1094,2,10.75,19.75,24.5,16.5,15.25,16.08,225.58,91.36,57.39,94.43,42.23,35.45,45.17,1,0,0,0,0,0,0
602,1,48,801,1,31,51,68.75,31.87,29.3,19.25,654.68,146.37,219.04,276.6,140.92,117.69,28.72,6,11,9,9,4,3,0
603,1,37,1019,1,25.75,23.75,29.25,26.21,38.91,39.75,673.12,73.12,72.96,88.57,84.02,191.33,128.48,13,0,7,3,12,23,0
604,1,30,1327,2,13.25,29.5,39.5,35.25,41.56,35.32,488.88,71.49,114.52,285.99,185.46,345.18,213.21,7,3,8,7,5,8,0
605,0,57,2256,2,15.25,14,18.25,14.25,28.75,16,430,31.42,40.85,0,0,0,0,3,6,0,0,0,0,1
606,1,65,4080,1,24.25,24.75,24.25,42.43,27.73,39,543.66,60.08,67.72,48.14,101.34,51.96,93.89,8,6,7,11,17,16,0
607,1,43,4713,1,24,26,33.25,23.25,22.11,35.75,597.36,80.27,82.36,127.16,64.28,69.5,107.8,6,7,8,6,2,7,0
608,1,44,3989,1,35.5,27.75,34.5,41.82,34.8,33.75,662.62,204.57,139.79,180.25,240.28,211.1,169.2,0,0,4,1,0,4,0
609,1,44,5036,2,26.25,13.5,30.25,23.55,16.75,24.27,280.32,99.64,61.68,144.28,88.42,37.11,97.77,2,1,3,2,1,1,0
610,1,66,2908,1,23.5,26.25,27,24.57,23.75,25,435.07,89.16,98.45,93.11,87.62,87.05,95.99,0,2,1,1,2,4,0
611,0,56,4990,2,9,15.5,9,25.35,15.47,14.51,197.08,47.7,22.88,80.17,149.92,36.92,25.93,3,0,6,2,4,4,1
612,1,37,2900,2,15.5,23.25,25.25,54.65,35.12,21.95,281.72,83.55,78.63,89.71,104.26,54.24,74.81,4,4,3,2,1,2,0
613,1,36,225,1,14.25,14.25,14.25,14.25,16.25,14.25,121,0,0,0,0,0,0,0,0,0,0,0,0,1
614,1,66,3226,1,30.5,30,31,30,41.04,29.75,534.29,94.26,130.65,132.2,138.25,228.66,140.46,1,4,3,4,4,2,0
615,1,82,4719,2,9,9,9.5,14.25,17.77,15.49,168.51,0,0,16.92,37.7,45.2,36.57,0,0,0,0,1,1,1
616,0,79,3443,2,9,9,9,12,10.69,11.43,154.62,14.63,14.37,10.55,19.88,12.55,17.75,0,0,0,1,1,0,0
617,1,42,367,1,28.25,34.75,33.75,24.96,35.39,22.75,358.1,120.4,235.01,149.07,94.2,128.23,74.57,1,1,1,1,3,2,0
618,1,42,990,1,35.75,33.5,39.75,44.37,38.37,35.75,678.99,170.44,135.44,194.76,184.52,159.41,120.73,4,2,5,7,9,12,0
619,1,42,3019,1,55.25,61.25,74,56.8,27,49.25,952.8,400.15,420.43,564.37,377.99,105.44,359.27,2,3,1,3,2,3,1
620,1,59,5068,1,27,18.25,14.75,24.09,21.75,18.25,427.34,209.15,129.62,90.55,98.63,72.17,35.42,1,0,1,2,0,0,0
621,1,67,5775,1,30,28.5,33,44.65,45.96,48.75,1310.11,97.09,110.42,160.02,204.48,200.54,202.63,8,8,5,14,17,8,0
622,1,37,2142,1,37.75,38,38.75,32.41,23.06,26,710.22,196.46,227.43,232.37,169.65,76.52,140.86,0,1,2,1,0,1,0
623,1,48,2389,1,23.5,19.5,21.5,21.02,16.75,14.75,450.27,52.51,31.53,50.35,50.73,28.43,2.21,2,0,0,0,0,0,0
624,1,25,185,1,24.75,27.25,28.75,24.87,23.28,23.5,161.65,97.27,119.83,112.76,99.79,68,85.2,1,0,0,1,5,1,1
625,1,29,662,1,25.5,15.75,40.75,64.97,49.88,36.75,650.1,74.37,7.09,148.31,228.8,361.67,138.22,3,0,6,10,4,4,1
626,1,28,1339,1,29.5,25.75,34,37.83,28.85,27.75,647.18,119.53,100.15,193.66,172.47,110.21,134.04,6,4,7,9,8,3,1
627,1,42,659,1,22,22.25,20,20.39,24.78,22.25,320.17,71.16,77.33,58.43,55.61,79.62,76,0,1,0,1,3,0,0
628,1,49,1439,2,31,19,23.75,23.4,18.85,15.99,315.49,119.18,70.76,82.16,70.02,47.92,39.86,4,3,1,6,3,3,0
629,1,36,126,2,9,9,9,9,9,9,44.25,0,0,0,0,0,0,0,0,0,0,0,0,0
630,1,38,171,2,14.5,10.75,10.75,10.75,10.75,10.75,68.25,0,0,0,0,0,0,0,0,0,0,0,0,1
631,1,64,3532,1,131.25,127,132.25,147,112,95.75,2092.75,804.94,806.26,687.76,860.96,635.6,568.43,38,23,51,36,28,28,1
632,1,65,3138,1,14.25,14.75,14.25,40,18.5,15.5,324.25,0.76,6.36,0.14,81.66,24.49,16.27,0,0,0,2,2,0,0
633,1,42,1795,2,39.75,46.5,79.25,65.23,55.94,144.29,923.46,150.63,212.31,322.76,259.63,306.87,367.72,9,8,8,16,8,13,0
634,1,28,195,2,35.75,19,25.75,10.25,16.5,15.38,131.16,1439.17,600.83,266.05,6.8,50.15,17.18,0,0,0,0,0,0,1
635,1,46,2842,2,9,13.75,11.75,19.5,19.37,13.59,194.46,54.58,71.45,68.78,82.03,78.01,34.36,0,0,1,0,0,0,0
636,1,53,611,2,9.25,9,12.75,15.75,18,17.84,200.84,16.82,5.01,15.74,14.12,20.78,18.53,9,6,8,10,7,9,0
637,1,50,2255,1,33.5,32.5,38,39.73,38.96,33,804.44,162.95,189.56,200.15,199.76,201.09,119.3,2,3,12,8,12,8,0
638,1,39,2452,2,9,23,17,12.3,17.3,12.61,222.71,35.97,57.91,41.57,13.93,33.51,11.39,3,9,9,0,6,4,1
639,1,51,5770,1,72.75,72,76.25,84.71,75.23,65,1440.94,410.1,526.52,579.68,561.25,503.65,466.61,16,9,10,22,11,10,0
640,1,30,935,1,31.75,34,39.5,35.89,45.19,25.5,653.83,108.47,150.72,187.31,172.43,218.11,82.97,5,3,4,5,7,5,0
641,0,43,345,2,9,9,9,12.4,18.18,11,162.83,43.62,42.9,21,27.08,76.8,14.98,1,0,0,0,0,0,1
642,1,27,2298,1,19.25,26.25,21,16.25,18.75,23.25,426.75,39.01,85.08,58.69,12.35,4.9,13.98,0,2,1,1,0,0,1
643,1,44,5189,1,14.25,17.25,14.25,15,14.5,14.25,259.75,0,0,0,0,0,0,0,0,0,0,0,0,0
644,0,43,1415,2,9,21,15.75,31.5,47.98,28.55,437.53,15.15,171.6,127.62,53.85,112.22,60.75,0,2,9,7,11,11,0
645,1,57,7108,1,33.75,29,30.75,34.93,31.77,44,668.95,119.43,86.12,109.83,118.46,94.82,154.86,4,4,3,10,10,14,0
646,1,62,7176,1,73.25,47,42.25,32.71,52.77,45.5,896.73,653.89,366.78,320.16,173.44,393.18,346.63,0,0,0,0,0,0,0
647,1,31,371,2,11.75,9.5,15.5,25.63,14.67,18.35,295.65,128.42,43.06,106.01,119.31,49.58,77.71,0,0,0,0,0,0,0
648,1,55,7033,1,43,46,50.5,45.41,41.64,32,757.05,244.38,340,345.87,270.89,210.94,169.4,4,6,3,8,3,4,0
649,0,50,5849,2,10,15.5,21.5,21.6,22.9,21.43,253.43,46.79,38.61,50.92,52.27,53.72,43.26,2,6,7,5,10,8,0
650,1,55,317,2,9.25,14.75,9,9,9.25,9.25,98.5,57.72,60.96,0,0,0,0,4,2,0,0,0,0,1
651,0,35,2541,2,9,9,9,17,20.59,17.08,384.17,0,0,0,0,0,0,0,0,0,0,0,0,0
652,1,53,4777,1,22.25,18.5,23,23.25,23.75,20.5,363.75,53.42,31.96,52.41,40.11,45.52,45.87,2,2,3,3,4,3,0
653,0,58,4921,2,20.25,13,20.5,30.75,26.3,25.25,260.55,129.85,103.92,148.58,58.55,81.48,70.18,4,8,6,7,7,10,0
654,1,34,5464,2,11.25,12.5,12.5,17.75,15.75,14.75,239.5,46.93,49.19,27.46,37.13,29.85,22.49,5,3,3,2,1,3,0
655,0,46,792,2,9,9,9.5,30.05,28.27,21.64,274.71,0,0,38.23,89.28,65.15,48.43,0,0,1,16,11,8,1
656,0,64,3180,2,9,9,9,9.7,10.2,12.45,152.35,0,0.93,1.7,6.08,11.87,19.75,0,0,0,0,0,2,1
657,1,60,9089,1,16.75,19.25,18.75,15.25,29.4,22,433.9,19.03,36.26,14.43,9.73,85.63,28.03,1,1,3,1,3,3,0
658,1,56,7522,1,24.5,21.5,22,22.64,19.21,18.25,433.35,65.95,57.74,68.17,66.44,43.43,33.61,9,0,0,0,0,0,0
659,1,49,2172,1,26.75,32.25,30,23.82,25.62,22.25,489.69,93.08,171.19,180.24,83.67,99.09,84.46,5,3,1,1,2,0,1
660,0,63,3780,1,14.25,19,17.75,24.34,22.67,15.75,399.51,10.07,103.18,92.62,87.38,66.1,13.32,0,0,0,0,0,0,0
661,1,64,5835,1,35.75,31.75,30.75,35.5,35,37,589.75,124.74,114.18,88.65,117.76,120.3,151.35,1,0,0,0,1,1,0
662,1,26,1781,1,31.75,25,14.25,14.25,34.75,20.5,525,170.18,56.8,0,0,11.53,51.12,2,2,0,0,2,3,1
663,1,35,401,2,11.5,12.25,26,26.75,18.2,19.02,179.22,53.86,31.49,87.07,81.78,44.67,31.44,4,2,5,3,2,4,0
664,1,67,5047,2,9,13.75,13,24.4,22.91,29.39,206.45,66.16,53.67,32.59,118.24,70.58,139.58,0,0,0,0,0,0,0
665,1,63,3230,1,67.25,62.5,50.25,46.48,47.07,56.5,995.05,370.64,422.25,285.81,222.81,245.01,417.18,13,9,7,12,11,9,0
666,1,42,3438,2,32,13.5,26,21.62,28.87,27.68,390.17,118.45,45.41,101.14,76.09,113.43,89.42,4,4,4,3,6,10,1
667,1,37,1246,1,78.25,79,92,99.41,102.29,88,1546.95,465.85,494.81,618.96,641.42,694.5,672.76,0,0,0,0,7,1,1
668,1,32,1773,2,38.75,36.5,13.75,26.12,25.72,17.62,411.21,208.18,216.43,124.23,156.19,133.08,72.08,1,2,1,0,3,2,0
669,0,28,2180,2,9,9,10.75,16.35,10,10,158.6,64.45,21.76,22.81,40.01,4.98,4.13,2,1,0,0,1,1,0
670,1,43,2704,2,9,11.5,13.5,15.75,18.35,13.52,177.87,27.27,21.29,24.72,17.19,46.68,13.98,5,2,3,3,2,5,0
671,1,65,6505,2,10,9,14.5,17.25,9,19.33,119.59,37.79,30.93,53.03,27.38,36.7,44.61,3,3,4,5,6,3,0
672,1,30,3766,2,9,16,17,17,23.1,15.18,260.53,28.82,48.53,41.6,41.22,41.05,28.9,0,0,0,0,2,2,0
673,1,35,3070,1,17.75,18.75,16.5,20.23,18.25,19,338.23,17.04,27.87,18.04,52.83,29.16,36.73,0,0,0,0,0,0,1
674,1,68,3234,2,9,9,26,17.65,9,10,184.15,34.97,23.43,116.03,47.78,0,6.22,1,0,0,0,0,0,0
675,1,50,5295,2,9,9,9,11.52,25.48,11.25,260.75,0.21,15.05,7.87,18.1,18.88,25.06,0,0,1,1,3,2,1
676,1,43,80,1,14.25,14.25,14.25,17,26.85,28.5,72.35,0,0,0,3.1,67.05,84.62,0,0,0,0,4,3,0
677,0,62,3685,2,9,9,9,10.35,10.4,9.5,180.25,12.6,6.05,15.93,11.28,16.65,2.28,1,2,1,0,1,0,0
678,0,48,1929,2,9,18.5,9,13.05,14.35,18.64,189.29,0,65.73,3.13,35.2,16.62,39.78,0,2,1,0,2,3,0
679,1,33,4906,1,24,32.5,35.5,31.66,39.64,32.5,603.05,64.32,149.74,191.18,130.24,194.33,140.32,3,1,1,2,8,4,0
680,1,49,1787,2,9.5,31,27.75,24.5,15.75,10.84,263.34,76.2,97.92,65.81,71.66,30.42,9.73,4,2,7,4,1,0,1
681,1,32,816,2,25.25,26.5,22.75,18.5,20.7,18.19,387.14,89.64,89.59,92.76,56.36,76.28,69.8,1,4,1,2,2,2,0
682,1,41,2267,2,30.5,9,9,9,9,9,269.75,67.34,0,0,0,0,0,11,0,0,0,0,0,1
683,0,80,6041,2,9.25,9.75,18,21.85,14.09,14.97,191.66,39.41,18.53,50.79,48.45,17.43,32.07,4,1,3,10,4,0,1
684,1,24,1176,2,9,9,9,9,41.93,35.32,338.25,0,0,0,0,76.24,167.84,0,0,0,0,2,5,0
685,1,53,7123,2,32.25,39,25,27.85,32.18,26.2,394.98,113.41,171.91,104,43.15,146.19,118.57,5,4,1,4,2,4,0
686,1,33,2864,2,11,9,16,21.75,21,31.75,225.25,29.18,21.33,51.89,67.68,75.08,73.7,0,0,0,0,0,0,0
687,0,51,3062,2,22.75,24,25.25,15.82,18.38,21.25,600.45,65.09,99.13,90.64,5.69,45.42,74.67,2,0,0,5,1,1,1
688,1,35,2122,2,30.25,28.75,24.5,34,31.25,22.84,315.34,97.33,90.53,73.25,124.73,112.02,63.53,0,0,0,0,0,0,0
